9173.709961	31.97	61.41	138.68	33.51	30.11	100	16.56	939.422	14.3292	364.88	1.3803	18.370001	0.5773	1.3278	2.8861	0.11	1.63	2.64	16.1	0.0487
9317.820312	32	60.89	141.36	34.36	30.11	100	16.56	941.615	14.1618	364.88	1.384	16.82	0.5773	1.3278	2.8861	0.11	1.67	2.65	15.44	0.0479
9409.709961	32	60.89	141.36	34.36	30.11	100.87	16.56	938.855	14.164	363	1.3855	16.08	0.5773	1.3278	2.8861	0.11	1.75	2.73	15.96	0.0479
9409.709961	32	60.89	141.36	34.36	30.11	100.87	16.56	938.855	14.164	355	1.3855	16.08	0.5773	1.3278	2.8861	0.11	1.75	2.73	15.96	0.0482
9409.709961	32	60.89	141.36	34.36	30.11	100.87	16.56	938.855	14.164	366	1.3855	16.08	0.5773	1.3278	2.8861	0.11	1.75	2.73	15.96	0.0484
9409.709961	32	60.89	141.36	34.36	30.11	100.87	16.56	938.855	14.164	367.99	1.3855	16.08	0.5773	1.3278	2.8861	0.11	1.75	2.73	15.96	0.0481
9409.709961	32	60.89	141.36	34.36	30.11	100.87	16.56	938.855	14.164	361	1.3855	16.08	0.5773	1.3278	2.8861	0.11	1.74	2.73	16.22	0.0477
9600.089844	32	62.17	141.36	34.36	29.72	101.38	16.73	931.483	14.1193	356	1.3817	15.33	0.5773	1.3278	2.8861	0.11	1.76	2.73	16.19	0.0473
9544.19043	32	62.17	141.36	34.36	29.72	100.73	16.73	928.917	14.0587	356	1.3834	15.64	0.5773	1.3278	2.8861	0.11	1.73	2.7	15.61	0.0468
9548.679688	32	62.17	141.36	34.36	29.72	100.73	16.73	934.786	13.7916	356	1.382	15.68	0.5773	1.3278	2.8861	0.1	1.74	2.7	15.86	0.0465
9401.549805	32.5	62.17	141.36	34.36	29.72	100.73	16.73	939.938	14.2124	356	1.3831	17.059999	0.5773	1.3278	2.8861	0.11	1.72	2.68	16.07	0.0468
9401.549805	32.5	62.17	141.36	34.36	29.72	100.73	16.73	939.938	14.2124	334.99	1.3831	17.059999	0.5773	1.3278	2.8861	0.11	1.72	2.68	16.07	0.0473
9401.549805	32.5	62.17	141.36	34.36	29.72	100.73	16.73	939.938	14.2124	322	1.3831	17.059999	0.5773	1.3278	2.8861	0.11	1.72	2.68	16.07	0.0472
9446.360352	32.41	62.07	141.36	34.36	29.72	100.73	16.73	936.824	14.1333	327	1.3861	17.059999	0.5773	1.3278	2.8861	0.1	1.73	2.7	15.56	0.0471
9584.120117	32.74	62.07	141.36	34.36	29.72	100.34	16.73	938.902	13.9466	328	1.3826	15.62	0.5773	1.3278	2.8861	0.11	1.74	2.71	15.31	0.0474
9603.230469	32.76	62.8	141.36	34.36	29.72	100.34	16.82	929.788	13.9427	327.9	1.385	15.41	0.604	1.2446	2.6104	0.11	1.69	2.67	15.52	0.0491
9603.230469	32.76	62.8	141.36	34.36	29.72	100.34	16.82	921.774	13.7369	330	1.385	15.41	0.604	1.2446	2.6104	0.1	1.66	2.63	15.15	0.0486
9556.019531	32.76	62.82	141.36	34.36	29.72	100.34	16.82	927.098	13.8312	326.89	1.3862	16.1	0.604	1.2446	2.6104	0.1	1.67	2.6	14.85	0.0482
9556.019531	32.76	62.82	141.36	34.36	29.72	100.34	16.82	927.098	13.8312	319	1.3862	16.1	0.604	1.2446	2.6104	0.1	1.67	2.6	14.85	0.0478
9556.019531	32.76	62.82	141.36	34.36	29.72	100.34	16.82	927.098	13.8312	309.09	1.3862	16.1	0.604	1.2446	2.6104	0.1	1.67	2.6	14.85	0.0473
9529.5	32.76	62.69	142.4	34.36	29.72	100.34	16.82	927.098	13.8312	309.1	1.3874	16.450001	0.604	1.2446	2.6104	0.11	1.68	2.63	15.51	0.0472
9467.530273	32.76	62.69	142.69	34.36	29.72	100.34	16.82	937.388	14.092	306	1.3945	17.190001	0.604	1.2446	2.6104	0.1	1.68	2.61	15.02	0.0468
9521.299805	32.76	62.69	142.69	34	29.72	100.34	16.86	931.168	14.0991	319.98	1.3927	16.51	0.604	1.2446	2.6104	0.1	1.65	2.62	15.4	0.0468
9607.400391	32.76	62.69	142.69	34	29.72	100.34	16.86	928.437	13.8042	320	1.3953	15.98	0.604	1.2446	2.6104	0.1	1.63	2.61	14.87	0.0461
9581.450195	32.76	62.69	142.69	34	29.72	101.07	16.86	936.639	13.9523	320	1.3781	15.62	0.604	1.2446	2.6104	0.1	1.63	2.62	14.76	0.0458
9581.450195	32.76	62.69	142.69	34	29.72	101.07	16.86	936.639	13.9523	329	1.3781	15.62	0.604	1.2446	2.6104	0.1	1.63	2.62	14.76	0.0453
9581.450195	32.76	62.69	142.69	34	29.72	101.07	16.86	936.639	13.9523	324	1.3781	15.62	0.604	1.2446	2.6104	0.1	1.63	2.62	14.76	0.0447
9702.459961	32.91	63.05	142.69	34	29.72	101.07	16.86	943.379	14.1466	316	1.3765	14.85	0.604	1.2446	2.6104	0.09	1.67	2.66	14.04	0.0443
9754.429688	32.91	63.05	146	34	29.72	101.07	16.86	944.489	14.1825	322.1	1.3703	14.53	0.604	1.2446	2.6104	0.1	1.62	2.61	13.61	0.0442
9754.389648	32.91	63.05	145.84	35.06	29.72	102.99	16.86	951.903	14.4952	324	1.3719	14.52	0.604	1.2446	2.6104	0.1	1.57	2.54	13.76	0.044
9656.049805	32.91	63.73	145.84	35.06	29.72	102.99	16.86	949.978	14.3945	332	1.3659	15.84	0.604	1.2446	2.6104	0.09	1.55	2.5	14.57	0.0435
9629.099609	32.75	63.06	144.13	35.06	29.72	102.99	16.86	941.944	14.1146	331	1.3696	15.78	0.604	1.2446	2.6104	0.09	1.56	2.52	14.04	0.0436
9629.099609	32.75	63.06	144.13	35.06	29.72	102.99	16.86	941.944	14.1146	325	1.3696	15.78	0.604	1.2446	2.6104	0.09	1.56	2.52	14.04	0.0437
9629.099609	32.75	63.06	144.13	35.06	29.72	102.99	16.86	941.944	14.1146	325.2	1.3696	15.78	0.604	1.2446	2.6104	0.09	1.56	2.52	14.04	0.0438
9659.389648	32.83	63.06	144.13	35.06	29.72	102.99	16.86	949.256	14.2534	326.87	1.3715	15.41	0.604	1.2446	2.6104	0.09	1.56	2.54	14.23	0.0439
9639.080078	32.78	63.06	144.13	35.06	30.83	102.99	16.86	945.551	14.1408	352.55	1.3702	15.27	0.604	1.2446	2.6104	0.09	1.53	2.52	14.07	0.0438
9697.870117	32.8	63.06	144.13	35.06	30.83	102.99	16.86	942.281	14.1155	365	1.3676	14.67	0.604	1.2446	2.6104	0.09	1.55	2.54	14.36	0.0435
9720.910156	33.1	63.06	144.13	35.06	30.83	102.99	16.86	950.725	14.3014	376	1.3668	14.37	0.604	1.2446	2.6104	0.09	1.57	2.56	13.98	0.0435
9768.009766	33.1	63.06	144.13	35.06	30.83	103.5	16.86	947.403	14.2605	390	1.363	14.36	0.604	1.2446	2.6104	0.1	1.55	2.54	14.52	0.0445
9768.009766	33.1	63.06	144.13	35.06	30.83	103.5	16.86	947.403	14.2605	379.5	1.363	14.36	0.604	1.2446	2.6104	0.1	1.55	2.54	14.52	0.0443
9768.009766	33.1	63.06	144.13	35.06	30.83	103.5	16.86	947.403	14.2605	417	1.363	14.36	0.604	1.2446	2.6104	0.1	1.55	2.54	14.52	0.0441
9892.820312	33.1	64.36	144.13	35.06	30.83	103.5	17.29	947.403	14.2605	425	1.3635	13.8	0.604	1.2446	2.6104	0.1	1.55	2.54	14.52	0.0436
9940.820312	33.73	64.36	144.13	35.06	31.19	103.3	17.46	935.323	14.1077	416	1.3638	13.88	0.604	1.2446	2.6104	0.09	1.56	2.52	16.21	0.0434
9939.169922	33.73	64.36	144.13	35.06	31.19	103.61	17.52	929.044	14.0408	411	1.3608	13.86	0.604	1.2446	2.6104	0.1	1.5	2.44	15.8	0.0437
9938.900391	33.73	64.36	144.13	35.06	31.24	103.61	17.52	922.794	13.844	410.35	1.3612	14.05	0.604	1.2446	2.6104	0.1	1.52	2.45	15.01	0.0435
9943.269531	33.75	64.36	144.13	35.06	31.19	102.66	17.52	918.27	13.9593	448.9	1.3607	14.1	0.604	1.2446	2.6104	0.1	1.54	2.48	15.34	0.0434
9943.269531	33.75	64.36	144.13	35.06	31.19	102.66	17.52	918.27	13.9593	447	1.3607	14.1	0.5923	1.1345	2.5549	0.1	1.54	2.48	15.34	0.0433
9943.269531	33.75	64.36	144.13	35.06	31.19	102.66	17.52	918.27	13.9593	475	1.3607	14.1	0.5923	1.1345	2.5549	0.1	1.54	2.48	15.34	0.0441
9950.120117	33.92	64.55	144.13	35.06	31.19	102.66	17.52	916.287	13.8228	475	1.3611	14.18	0.5923	1.1345	2.5549	0.1	1.6	2.54	15.55	0.0439
9919.740234	33.92	64.55	144.13	35.06	31.19	102.63	17.54	911.508	13.8679	475	1.3645	14.55	0.5923	1.1345	2.5549	0.1	1.65	2.6	15.05	0.0437
9926.669922	33.68	64.55	144.13	35.06	31.19	102.63	17.54	914.751	13.7759	473	1.3627	14.49	0.5923	1.1345	2.5549	0.1	1.65	2.61	14.79	0.0434
